Location Type|Parent Path|Location Name|Full Name|Description|Effective Date|Expiration Date|Address|Cost Center|Direct Work Percent|Indirect Work Percent|Timezone|Transferable|External ID
Job|UCSDH/Medical Center/EC Perioperative/4200433/433|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Perioperative/4200481/481|STRL TECH|STRL TECH|Sterile Processing Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Perioperative/4200481/481|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Pharmacy/4200457/457|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Pharmacy/4200457/457|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Pharmacy/4200457/457|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Procedural/4200435/435|IR TECH|IR TECH|Interventional Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Procedural/4200435/435|RAD TECH|RAD TECH|Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Procedural/4200435/435|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Procedural/4200435/435|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Procedural/4200436/436|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Procedural/4200436/436|US TECH|US TECH|Ultrasound Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Procedural/4200439/439|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Procedural/4200439/439|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Procedural/4200439/439|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC PT-OT/4200440/440|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC PT-OT/4200440/440|OT|OT|Occupational Therapy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC PT-OT/4200440/440|PT|PT|Physical Therapy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC PT-OT/4200441/441|SLP|SLP|Speech-Language Pathology|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC PT-OT/4200442/442|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC PT-OT/4200442/442|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC PT-OT/4200442/442|OT|OT|Occupational Therapy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC PT-OT/4200442/442|PT|PT|Physical Therapy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC PT-OT/4200443/443|REC|REC|Recreation Therapy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200420/420|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200420/420|RAD TECH|RAD TECH|Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200421/421|IR TECH|IR TECH|Interventional Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200421/421|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200421/421|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200421/421|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200422/422|NUC MED TECH|NUC MED TECH|Nuclear Medicine Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200423/423|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200423/423|MRI TECH|MRI TECH|MRI Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200424/424|US TECH|US TECH|Ultrasound Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EC Radiology/4200425/425|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/ED/4200145/145|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/ED/4200145/145|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/ED/4200145/145|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/ED/4200145/145|TELE TECH|TELE TECH|Telemetry Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/ED/4200230/230|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/ED/4200230/230|COORD|COORD|Coordinator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/ED/4200230/230|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200704/704|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200756/756|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200756/756|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200756/756|RAD TECH|RAD TECH|Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200756/756|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200757/757|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200758/758|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200758/758|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200758/758|NUC MED TECH|NUC MED TECH|Nuclear Medicine Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200758/758|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200759/759|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200759/759|US TECH|US TECH|Ultrasound Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200761/761|CT TECH|CT TECH|CT Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200761/761|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200761/761|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200761/761|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200761/761|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200763/763|IR TECH|IR TECH|Interventional Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200763/763|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200763/763|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200763/763|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200763/763|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200763/763|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200764/764|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200764/764|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200764/764|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200764/764|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200764/764|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200764/764|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200764/764|RN EDU|RN EDU|Nurse Educator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200764/764|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200764/764|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200774/774|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200774/774|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Radiology/4200774/774|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200372/372|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200372/372|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200372/372|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200372/372|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200511/511|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200511/511|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200825/825|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200825/825|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200825/825|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200837/837|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200837/837|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200837/837|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200886/886|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200886/886|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200886/886|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200886/886|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200887/887|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200898/898|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200898/898|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200898/898|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200911/911|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200911/911|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200911/911|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200937/937|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200937/937|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200937/937|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200937/937|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200938/938|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200938/938|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200938/938|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200938/938|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200960/960|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200960/960|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200962/962|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200962/962|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200962/962|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Revenue Cycle/4200962/962|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/PHSO/MSO Admin/4441036/2836|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/PHSO/MSO Admin/4441037/2837|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/PHSO/MSO Admin/4441038/2835|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/PHSO/MSO Admin/4441038/2835|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/PHSO/MSO Admin/4441069/2768|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/PHSO/MSO Admin/4441069/2768|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/PHSO/One Medical/4441085/2741|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Perioperative|Perioperative|Perioperative|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Pharmacy|Pharmacy|Pharmacy|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Psychiatry|Psychiatry|Psychiatry|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|PT-OT|PT-OT|PT-OT|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Radiology|Radiology|Radiology|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Revenue Cycle|Revenue Cycle|Revenue Cycle|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Risk Management|Risk Management|Risk Management|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Security|Security|Security|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Strategic|Strategic|Strategic|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Supply Chain|Supply Chain|Supply Chain|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Transplant|Transplant|Transplant|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/Medical Center|Women and Infants|Women and Infants|Women and Infants|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/PHSO|CIN|CIN|CIN|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/PHSO|IS|IS|IS|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/PHSO|MSO Admin|MSO Admin|MSO Admin|1900-01-01|3000-01-01|||||||
Service Line|UCSDH/PHSO|One Medical|One Medical|One Medical|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/CBCD|4310065|4310065|Hemophilia Treatment Ctr|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310003|4310003|Community Care Administration|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310009|4310009|Billing and Collections|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310016|4310016|Cardiology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310028|4310028|COEM|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310030|4310030|Collaborative Care|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310033|4310033|Concierge|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310041|4310041|PG Dermatology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310049|4310049|Express Clinic|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310050|4310050|Family Medicine|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310064|4310064|Hematology Onc|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310077|4310077|Laboratory|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310085|4310085|PG Neurosciences|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310090|4310090|OBGYN|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310091|4310091|PG Ophthalmology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310095|4310095|PG Otolaryngology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310099|4310099|Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310101|4310101|Physical Rehab|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310113|4310113|Radiology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310120|4310120|PG Rheumatology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310139|4310139|PG Urology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310182|4310182|PRI Care Pharm Refill Admin|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Community Care|4310186|4310186|PG Environmental Services|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/East Campus|4310009|4310009|Billing and Collections|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/East Campus|4310022|4310022|Clinic Administration|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/East Campus|4310027|4310027|Coders|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310001|4310001|Accounting|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310002|4310002|Acupuncture|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310004|4310004|PG Allergy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310006|4310006|Ambulatory Nursing Administrat|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310007|4310007|PG Anesthesiology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310009|4310009|Billing and Collections|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310011|4310011|PG Breast Surgery|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310013|4310013|Business Department|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310014|4310014|Anesthesiology Perioperative|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310015|4310015|North County Cancer Services|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310016|4310016|Cardiology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310017|4310017|PG Cardiothoracic Surgery|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310018|4310018|Pallative Care Advance Practiv|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310021|4310021|CIM Administration|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310022|4310022|Clinic Administration|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310023|4310023|Clinical Oncology Gynecology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310025|4310025|PG Clinical Oncology Medicine|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310027|4310027|Coders|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310028|4310028|COEM|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310030|4310030|Collaborative Care|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310031|4310031|PG Colo Rectal|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200601|4200601|Lift Team|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200602|4200602|HC 5 West|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200606|4200606|HC 10 East Medicine|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200607|4200607|Central Video Monitoring|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200609|4200609|HC 8th Floor|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200615|4200615|HC 6th Floor|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200621|4200621|HC Critical Care Support|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200625|4200625|HC 11th Floor|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200630|4200630|HC 10 ICU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200633|4200633|HC 7 IMU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200635|4200635|HC 5 East Burn Special Care|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200637|4200637|HC 9th Floor|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200640|4200640|HC 5 East Burn ICU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200642|4200642|HC SICU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200647|4200647|Extracorporeal Life Support Pr|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200662|4200662|HC 7 East Medicine|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200690|4200690|Nursing Administration|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200692|4200692|Capacity Management|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200693|4200693|Nurse Recruitment|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200842|4200842|HC Patient Transport|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200929|4200929|Educ Dev Research|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200967|4200967|Organizational Sitters|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200969|4200969|HIMS Support Services|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing|4200977|4200977|ART-BART|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing - Psychiatry|4200415|4200415|EC Psych Acute Adult|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing - Psychiatry|4200620|4200620|HC NBMU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing - Women and Infants|4200611|4200611|LJ JMC 10 Postpartum|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing - Women and Infants|4200638|4200638|LJ JMC 8 NICU|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing - Women and Infants|4200705|4200705|HC LDRP|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing - Women and Infants|4200710|4200710|LJ JMC 9 Labor and Delivery|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Nursing - Women and Infants|4200767|4200767|LJ JMC Neonatal Resp Ther|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200185|4200185|Cancer Ctr Procedure|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200186|4200186|Cancer Ctr Rad Oncology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200187|4200187|Cancer Ctr Infusion|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200190|4200190|Cancer Ctr Lab|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200193|4200193|Cancer Ctr Admin|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200195|4200195|Cancer Ctr Registry|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200198|4200198|Cancer Ctr Rad Onc Clinic|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200282|4200282|Encinitas Infusion Center|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200283|4200283|Encinitas Rad Oncology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200311|4200311|LJ KOP Infusion Center|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Oncology|4200644|4200644|HC Ambulatory Infusion|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/OPO-Tissue|4200747|4200747|Lifesharing|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/OPO-Tissue|4200778|4200778|Tissue Bank|1900-01-01|3000-01-01|||||||
